Everybody: The sheet is closed from further editing. We still need help with Pashto, Tigrinya, Amharic and the Kurdish languages. If you can help with that, get in touch with medical@refugeephrasebook.de																																						
Ich kann nichts bei mir behalten	أستفرغ كل ما آكله وأشربه	I vomit up all food and drinks		Yediğim içtiğim her şeyi kusuyorum.	Je vomis toute nourriture et boisson	من همه غذا و نوشیدنی ها رو بالا اوردم	আমি সমস্ত খাবার বমি করে উগরে ফেলেছি 		Vjell cdo ushqim dhe lëngje	Povratim sve što popijem i pojedem.	Повратим све што попијем и поједем.	Я рву все, что пью и ем	Vomito solidi e liquidi		Ez her tiştê ku dixwim û vedixim diverişînim.	Jag kräks upp allt jag äter och dricker./Jeg kaster opp all mat og drikke.	oksennan kaiken ruoan ja juoman				میں تمام کھانا پینا ہظم نہیں کر پاتا اور الٹی کر دیتا ہوں	Zvraciam všetko čo príjmem	Vomito todo lo que como/ingiero y bebo/tomo	Minden kihanyok, amit megeszem	Vomito tudo o que como ou bebo	Κάνω εμετό ότι και να φάω ή να πιώ.	Nu pot să țin nimic in stomac/ vomit tot	Nic v sobě neudržím. Vše vyzvracím.	Не мога да задържам храна и течности.	Ја повраќам сета храна и течности (Ja povrakjam seta hrana i tecnosti)	Sinusuka ko lahat ng pagkain at inumin		Wymiotuję wszystko, co zjem i wypiję	Izbruham vse, kar pojem in popijem 		ik heb alles overgegeven en kan niets binnenhouden		
																																						
Ich muss ständig Wasser lassen	اتبول كل ساعة	I urinate every hour		Sürekli işemem lazim	Je dois uriner fréquemment	هر ساعت ادرار میکنم	আমি প্রতি ঘণ্টায় প্রস্রাব করি। 		Urinoj cdo orë	.	Уринирам сваких сат времена / често	Мне нужно постоянно в туалет	Devo urinare costantemente		Divê ez her gav mîz bikim	Jag kissar varje timme./Jeg urinerer hver time.	Virtsaan joka tunti				میں ہر گھنٹے پیشاب کرتا ہوں 	Močím každú hodinu.	Orino constantemente	Allandoan vizelnem kell	Urino a cada hora	Έχω συχνουρία.	Am incontinența urinară	Mám nucení na močení	Трябва да пикая постоянно.	Уринирам секој час (Uriniram sekoj cas)	Umiihi ako kada oras	Toi bi Đi tiểu	Oddaję mocz co godzinę	Kar naprej uriniram		ik moet ieder uur plassen		
Es schmerzt beim Wasser lassen	اشعر بالألم عند التبول	I have pain when urinating		İdrarımı yaparken ağrım oluyor.	J'ai mal lorsque j'urine	موقع ادرار کردن درد دارم	প্রস্রাব করার সময় আমার ব্যথা লাগে। 		Kam dhimbje gjatë urinimit	Osjećam (osećam) bol pri uriniranju.	Осећам бол при уринирању.	Мне больно при мочеиспускании	Ho bruciore quando urino		Gava ez mîz dikim dişewite.	Det gör ont när jag kissar./Det gjør vondt å urinere.	Virtsaaminen sattuu				مجھے پیشاب کرتے ہوئے تکلیف ہوتی ہے 	Bolí ma pri močení.	Me duele cuando orino	Faj, amikor vizelek	Sinto dor quando urino	Κατά την ούρηση  πονάω.	Ma doare când urinez	Mám bolesti při močení	Боли ме като пикая.	Имам болки при уринирање (Imam bolki pri uriniranje)	Masakit tuwing umiihi ako	Toi bi dau Đi tiểu	Odczuwam ból podczas oddawania moczu	Boli me, ko uriniram		het doet pijn bij het plassen		
Mein Urin riecht schlecht	هناك رائحة كريهة بالبول	My urine smells bad		İdrarım kötü kokuyor.	Mon urine sent mauvais 	ادرارم بوی بد میدهد	আমার প্রস্রাবে দুর্গন্ধ হয়। 		Urina ime vjen shumë erë	Urin mi smrdi.	Урин ми смрди.	У меня неприятный запах мочи	Le mie urine hanno un cattivo odore	Misi min boni naxoshi ledet.	Bêhneke xirab jî mîza min tê	Mitt urin luktar illa./Urinen min lukter vondt.	Virtsani haisee pahalta				میرے پیشاب سے بدبو آرہی ہے 	Moja moč smrdí	Mi orina huele mal	Rossz szaga van a vizeletemnek	A minha urina cheira mal	Τα ούρα μου μυρίζουν άσχημα.	Urina mea miroase urât	Moje moč páchne, smrdí.	Урината ми мирише лошо.	Мојата урина мириса лошо (Mojata urina mirisa loso)	Mabaho ang ihi ko	Mùi Nước tiểu co toi tồi	Mój mocz nieprzyjemnie pachnie	Moj urin smrdi		mijn urine ruikt slecht		
Ich kann nicht Wasser lassen	لا استطيع التبول	I can´t urinate		İdrarımı yapamıyorum.	Je ne peux pas uriner	نمیتوانم ادرار کنم	আমার প্রস্রাব করতে কষ্ট হয়। 		Nuk urinoj dot	Ne mogu urinirati.	Не могу да уринирам.	Я не могу помочиться	Non riesco a urinare	Natwanim mis bikam.	Ez nikarim mîz bikim	Jag kan inte kissa./Jeg kan ikke urinerer.	En voi virtsata				میں پیشاب نہیں کر پا رہا 	Nemôžem močiť	No puedo orinar	Nem tudok vizelni	Não consigo urinar	Δεν μπορώ να ουρήσω.	Nu pot să urinez	Nemůžu močit	Не мога да пикая.	Не можам да уринирам (Ne mozam da uriniram)	Hindi ako makaihi		Nie mogę oddać moczu	Ne morem urinirati		ik kan niet plassen		
Ich habe krampfartige Schmerzen in der Flanke	عندي اوجاع متقطعه في الخواصر	I have colic pain in my side		Belimde kolik agrim var.	J'ai des crampes au flanc	درد متناوب دارم	আমার একপাশে পেট ব্যথা করে। 		Kam dhimbje kolike	Imam kolike (grčeve) u bokovima.	Имам грчеве у боку	У меня боль/колики в боку	Ho crampi / coliche		Qolinc tê navtenga min.	Jag har kramp i sidan./Jeg har kolikksmerter i siden	Minulla on kramppaavia kipuja kyljissäni				مجھے مروڑ اٹھ رھا ہے 	Mám koliku.	Tengo cólico	Savas a gyomrom	Tenho cólicas	Έχω κόλικο στα νεφρά.	Am colici	Mám křečové bolesti v boku	Имам отстрани болка на пристъпи. 	Имам ужасна болка од страна (Imam uzasna bolka od strana)			Mam kolkę z boku			ik heb krampen in mijn zij		
																																						
Ich könnte schwanger sein	قد اكون حامل/حبلى	I might be pregnant		Hamile olabilirim.	Il est possible que je sois enceinte	امکان حاملگی وجود دارد	আমি হয়ত সন্তানসম্ভবা। 		Ka mundësi te jem shtatëzënë	Moguće je da sam trudna.	Можда сам трудна.	Может быть, я беременная	Potrei essere incinta	Lawanaia siki min pira.	Dibe ku ez dûcanî me	Jag tror att jag är gravid./Jeg er muligens/kanskje gravid.	Saatan olla raskaana				میں شاید حاملہ ہوں	Možno som tehotná	Creo que estoy embarazada / Puede que esté embarazada 	Azt hiszem, terhes vagyok	Acho que estou grávida	Ίσως είμαι έγκυος.	S-ar putea sa fiu gravidă	Mohla bych být těhotná.	Може би съм бременна.	Можеби сум бремена (Mozebi sum bremena)	Mukang buntis ako	Tôi có thể bi mang thai	Możliwe, że jestem w ciąży	Mogoče sem noseča		het kan zijn dat ik zwanger ben		
Ich bin schwanger und habe Blutungen	انا حامل/حبلى وأنزف	I am pregnant and I am bleeding		Hamileyim ve kanamam oluyor.	Je suis enceinte et je saigne	من حامله هستم و خون ریزی دارم	আমি হয়ত সন্তানসম্ভবা এবং আমার রক্ত পড়ছে।		Jam shtatëzënë dhe kam gjakderdhje	Trudna sam i krvarim.	Трудна сам и крварим.	Я беременная и у меня кровотечение	Sono incinta e ho perdite di sangue	خەریکە منالم دەبێ	Ez dûcanî me û xwina min tê.	Jag är gravid och jag blöder./Jeg er gravid og jeg blør.	Olen raskaana ja vuodan verta				میں حاملہ ہوں اور مجھے خون آ رہا ہے 	Som tehotná a krvácam	Estoy embarazada y sangro/tengo hemorragia	Terhes vagyok es verzem	Eu estou grávida e estou a sangrar	Είμαι έγκυος κ έχω αιμορραγία.	Sunt gravida și sângerez	Jsem těhotná a krvácím.	Бременна съм и кървя.	Бремена сум и крварам (Bremena sum i krvaram)	Buntis ako at nagdudugo ako	Toi bi mang thai	Jestem w ciąży i krwawię	Noseča sem in krvavim		ik ben zwanger en ben aan het bloeden		
Ich habe Wehen	عندي الام الولاده او المخاض	I am in labour		Doğuruyorum.	J'ai des contractions	درد زايمان دارم	আমার প্রসব বেদনা শুরু হয়েছে। 		Unë kam kontrakcione	Imam trudove. (Porađam se.)	Осећам трудове/контракције/порађам се.	У меня схватки	Ho le doglie		Qolincên zayînê têne min.	Jag har värkar./Jeg har veer.	Synnytykseni on käynnissä				مجھے دردیں شروع ہو گئی ہیں	Rodím	Estoy por parir/pariendo	Mindjart megszulok	Estou em trabalho de parto	Έσπασαν τα νερά μου.	Sunt in durerile fâcerii	Mám kontrakce.	Имам контракции.	Имам контракции (Imam kontrakcii)	Panganak na ako		Mam skurcze / rodzę	Popadke imam		ik heb weeen		
Ich hatte vor 2 Tagen Sex	قمت بممارسة الجنس قبل يومين	I last had sex 2 days ago		En son 2 gün önce cinsel ilişkiye girdim.	J'ai eu des rapports il y a deux jours	آخرین نزدیکی من ۲ روز پیش بوده	আমার দুদিন আগে যৌন মিলন হয়েছে। 		Kam patur marrëdhënie seksuale dy ditë me parë	Zadnji spolni odnos imao (m) /imala (f) sam prije (pre) 2 dana.	Задњи полни однос сам имао/ла пре два дана.	У меня был секс 2 дня назад	Ho avuto rapporti sessuali due giorni fa 	دوو رۆژ لەمەوبەر سێکسم کرد	Herî dawî du roj berê ez bi yekî/yekê re hev şa bûm.	Jag hade samlag för 2 dagar sedan./Jeg hadde sist samleie for 2 dager siden.	Harrastin seksiä 2 (kaksi) päivää sitten				میں نے دو روز پہلے ہم بستری کی تھی 	Mala som sex pred dvoma dňami	Tuve sexo/relaciones sexuales por última vez hace 2 días	Utoljara ket napja volt szexualis viszonyom	Tive sexo há dois dias atrás	Τελευταία φορά είχα σεξ πριν από δύο ημέρες.	Acum doua zile a fost ultima data cand am făcut sex 	Před dvěma dny jsem měla pohlavní styk.	Имах секс преди 2 дни.	Имав секс пред 2 дена (Imav seks pred 2 dena)	Nagseks ako sa dalawang araw na nakalipas	2 ngày trước, Tôi đã có quan hệ tình dục	Uprawiałem / uprawiałam seks dwa dni temu	Nazadnje sem imela spolne odnose pred dvema dnevoma (f), nazadnje sem imel spolne odnose pred dvema dnevoma (m)		ik heb 2 dagen geleden gemeenschap gehad		
Ich hatte seit langem keinen Sex	لم اقم بممارسة الجنس منذ فترة	I have not had sex for a long time		Uzun zamandır cinsel ilişkiye girmedim.	Je n'ai pas eu de rapports sexuels depuis longtemps	مدت زیادی است که نزدیکی نداشته ام	আমার অনেক দিন ধরে যৌন মিলন হয়না		Nuk kam patur marëdhënie seksuale për një kohë të gjatë	Već duže vrijeme (vreme) nisam imao (m) / imala (f) spolni odnos.	Већ одавно нисам имао/ла никакве полне односе.	У меня давно не было секса	Non ho avuto rapporti sessuali per lungo tempo	نەمێژە سێکسم نەکردووە	Demekê direjê bi kesekî re hev şa nebûm.	Jag har inte haft samlag på länge./Jeg har ikke hatt samleie på lenge.	En ole harrastanut seksiä pitkään aikaan				میں نے طویل وقت  سے  ہم بستری نہیں کی	Dlho som nemal sex	No he tenido sexo/relaciones sexuales en mucho tiempo	Regota nem volt szexualis kapcsolatom	Já não faço sexo há bastante tempo	 Δεν Έκανα σεξ για μεγάλο χρονικό διάστημα.	Nu am făcut sex de foarte mult timp	Už jsem dlouho něměla pohlavní styk	Нямах секс от дълго време.	Не сум имал секс долго време (Ne sum imal seks dolgo vreme)	Matagal na akong hindi nagseks	Tôi lâu không có quan hệ tình dục	Od dawna nie uprawiałem / -am seksu	Že dolgo nisem imela spolnih odnosov (f), že dolgo nisem imel spolnih odnosov (m)		ik heb in lange tijd geen gemeenschap gehad		
Ich habe Ausfluss aus der Scheide	عندي افرازات من المهبل	I have a discharge from my vagina		Vajinal akintim var.	J'ai des pertes du vagin	از واژنم ترشح دارم	আমার যোনিপথ দিয়ে স্রাব বেরুচ্ছে		Kam shkarkim nga vagina	Imam iscjedak (sekret) iz vaginalnog otvora.	Имам секрет из вагиналног отвора.	У меня влагалищные выделения	Ho perdite vaginali		Herikîna min a vajinal heye.	Jag har flytningar./Jeg har vaginal utflod.	Minulla on vaginaalista eritettä				میری شرم گاہ سے اخراج ہو رہا ہے	Mám výtok z vagíny	Tengo secreción/pérdida vaginal	Valadekozik a huvelyem	Tenho secreção vaginal	Έχω εκκρίσεις απο τον κόλπο μου.	Imi curge fluid din vagina	Mám výtok z pochvy.	Имам течност от вагината.	Имам исцедок од вагиналниот отвор (Imam iscedok od vaginalniot otvor)	May lumalabas mula sa aking puki		Mam upławy z pochwy	Imam izcedek iz nožnice		Ik verlies vocht vanuit mijn vagina		
Ich habe Ausfluss aus der Harnröhre	عندي افرازات من مجرى البول	I have a discharge from my urethra		Idrar yolundan akinti geliyor.	J'ai des écoulements de l'urètre	از پيشابم ترشح دارم	আমার মূত্রনালী থেকে স্রাব বেরুচ্ছে		Kam shkarkimin nga uretra	Imam iscjedak iz mokraćne cijevi (sekret iz mokraćnog otvora).	Имам секрет из мокраћног отвора.	У меня выделения из мочеиспускательного канала/уретры	Ho perdite dall'uretra		Di rîya mîzê ya min de herikîn heye.	Jag har flytningar från urinröret./Jeg har utflod fra urinrøret.					میرے عضو تناسل سے اخراج ہو رہا ہے	Mám výtok z močovej rúry.	Tengo secreción/pérdida de la uretra	Vizeletet vesztek	Tenho secreção uretral	 Έχω εκκρίσεις απο την ουρήθρα μου.	Imi curge fluid din uretră	Mám výtok z močové trubice	Имам течност от уретрата.	Имам исцедок од мочниот отвор (Imam iscedok od mocniot otvor)	May lumalabas mula sa aking yuritra		Mam upławy z cewki moczowej	Imam izcedek iz sečevoda		Ik heb afscheiding uit mijn plasbuis.		
Ich bin vergewaltigt worden	لقد تعرضت للاغتصاب	I have been raped		Tecavüze uğradım.	J'ai été violé/violée	به من تجاوز شده	আমাকে ধর্ষণ করা হয়েছে। 		Me kane perdhunuar	Silovan sam (m) / silovana sam (f).	Силовали су ме.	Меня изнасиловали 	Ho subito violenza sessuale / Sono stato violentato / Sono stata violentata	ئابروویان بردوم	Tecawizî min kirin.	Jag har blivit våldtagen./Jeg har blitt voldtatt.	Minut on raiskattu				میرے ساتھ جنسی زیادتی کی گئی یے / میری عصمت دری کی گئی ہے	Bola som znasilnená	Fui violado/violada/ abusado/abusada sexualmente	Megeroszakoltak	Fui violada/estuprada	Με έχουν βιάσει.	Am fost violată	Byla jsem znásilněna	Аз съм изнасилен/а.	Бев силуван/а (Bev siluvan/a)	Ginahasa ako/Nagahasa ako	Toi bi Hiếp dâm	Zgwałcono mnie	Posiljena sem bila		ik ben verkracht		
																																						
Ich habe Taubheitsgefühl im ..	عندي شعور تخدير في...	My ... feels numb		... (mı) hissetmiyorum.	J'ai des sensations d'engourdissement à/dans ... 	... بی حس هست	আমার ... কোন সংবেদনশীলতা নেই। 		Unë kam mpirje në ..	Ne osjećam (osećam)... (Obamro mi je taj dio tela.)	Не осећам...	Не чувствую...	Ho il/la ... intorpidito		... xwe hîsnakim.	Jag har domningar i.../Min... føles nummen.	Minun...on tunnoton				میرے۔۔۔۔۔میں جان نہیں 	Necítim si ...	No siento mi(s)...	Nem erzem a ...	O meu/minha....está dormente	Νιώθω μούδιασμα στο......	Nu îmi simt ...	Mám necitlivé.....	Нямам чувство в....	Немам осет во... (Nemam oset vo...)	Manhid ang ... ko		Czuję odrętwienie w...	Ne čutim ...		ik heb een doof gevoel in mijn... 		
Ich habe Kribbeln im ..	عندي ارتعاش في...	My .. is tingling		(um) karincalaniyor.	J'ai des fourmillements à/dans...	... میلرزد	আমার ...  শির শির করছে। 		Më bën si miza...	Trne mi... (Osećam žmarce u...) 	Трне ми...	У меня зудит...	Ho il formicolio al ...		... min girîzokî dibe.	Jag har stickningar i.../Min... prikker.	Minun... kutittaa					Cítim mravenčenie v ....	Tengo/siento hormigueo en mi(s)... 	Zsibbad a ...	O meu/minha....está a tremer	Έχω μυρμήγκιασμα στο......		Brní mi .....	Чувствам сърбене в....	Чувствувам трнење во... (Cuvstvuvam trnenje vo...)	Nangingilig ang aking.... 	Tôi có cảm giác ngứa ran trong/ o ...	Swędzi mnie...	Mravljinči me v ... 		mijn ... tintelt		
Mein ... ist schwach	عندي ضعف في...	My .. is weak		... (m) zayıf.	Ma/mon ... est faible 	... ضعف دارد	আমার ... দুর্বল। 		___ ime është e dobët	Osjećam (osećam) slabost u...	Слаб/a/o ми је...	Мой/моя... слабый/слабая	Il/la mio/a ... è debole		...qels e.	Jag är svag i.../Min.. er svak. 	Minun... on heikko				میری ۔۔۔کمزور ہے	Mám slabé ...	Mi(s)... está(n) débil(es)	A .. gyenge.	O meu/minha....está fraca(o)	Το..... είναι αδύναμο.	...este slabit	Cítím se slabě	Моят/моята/моето ... се чувство слаб/а/о.	Мојот/мојата/моето... е ослабнат/а/о (Mojot/mojata/moeto... e oslabnat/a/o)	Mahina ang... ko	... của tôi yếu	Mój / moja ... jest słaby /a	Moj/moja ... je šibek/šibka		Ik heb een zwak ...		
Mein .. ist gelähmt	عندي شلل في ...	My .. is paralysed		(um) uyustu.	Ma/mon .... est paralysé 	....م فلج شده	আমার ...... অবশ হয়ে গেছে।  		___ ime është e paralizuar	Moj (moja, moje) je paraliziran (paralizirana, paralizirano).	Парализован/a/o ми је...	Мой/моя...  парализованный/парализованная	Il/la mio/a ... è paralizzato/a	شەلەلم	... tevizî.	Jag är förlamad i.../Min.. er paralysert.	Minun... on halvaantunut				میری / میرا... مفلوج ہے	Mám ochromené ....	Mi(s)... está(n) paralizado(s)/paralizada(s)	A ... nem mozog/mozognak.	O meu/minha.... está paralizada(o)	Το.... είναι παράλυτο.	..este paralizat	Moje.....jsou paralyzovány	Моят/моята/моето ... се чувство парализиран/а/о.	Мојот/мојата/моето... е парализиран/а/о (Mojot/mojata/moeto... e paraliziran/a/o)	Paralisado ang ... ko	... của tôi tê liệt	Mój / moja ... jest sparalizowany / a	Moj/moja ... je ohromel/ohromela 		mijn ... is verlamd		
Ich kann nicht sprechen	لا استطيع التكلم	I cannot speak		Konuşamıyorum.	Je ne peux pas parler	من نمیتوانم صحبت کنم	আমি কথা বলতে পারছি না। 		Nuk mund te flas	Ne mogu govoriti.	Не могу да причам.	Я не могу говорить	Non posso parlare	Natwanim qsa bikam.	Ez nikarim biaxivim.	Jag kan inte prata./Jeg kan ikke prate.	En voi puhua				میں بول نہیں سکتا	Nemôžem hovoriť	No puedo hablar	Nem tudok beszelni.	Não consigo falar	Δεν μπορώ να μιλήσω.,	Nu pot vorbi	Nemohu mluvit	Не мога да говоря.	Не можам да зборувам (Ne mozam da zboruvam)	Hindi ako makapagsalita	Tôi không thể nói được	Nie mogę mówić	Ne morem govoriti		ik kan niet praten		
Ich kann nicht sehen	لا استطيع الرؤية	I cannot see		Göremiyorum.	Je ne vois pas	نمیتوانم ببینم	আমি দেখতে পাচ্ছি না		Nuk mund te shoh	Ne vidim.	Не могу да гледам.	Я не вижу	Non vedo 	Natwanim shtek bibinim.	Ez nikarim bibînim.	Jag kan inte se./Jeg kan ikke se.	En näe mitään				میں دیکھ نہیں سکتا 	Nevidím	No veo / No puedo ver	Nem latok.	Não consigo ver	Δεν βλέπω.	Nu pot să văd	Nevidím	Не виждам.	Не можам да гледам (Ne mozam da gledam)	Hindi ako makakita	Tôi không nhìn được	Nie widzę	Ne vidim		ik kan niet zien, ik ben blind		
Ich habe Kopfschmerzen	لدي صداع	I have a headache		Başım ağrıyor.	J'ai mal à la tête	سردرد دارم	আমার মাথা ধরেছে		Kam dhimbje koke	Imam glavobolju.	Боли ме глава. 	У меня болит голова	Ho mal di testa	Seri min esh akat.	Serê min diêşe.	Jag har ont i huvudet./Jeg har vondt i hodet.	Minun päätäni särkee				میرے سر میں درد یے 	Bolí ma hlava	Tengo dolor de cabeza / Me duele la cabeza 	Faj a fejem.	Tenho uma dor de cabeça	Έχω πονοκέφαλο.	Am dureri de cap	Bolí mne hlava	Боли ме главата.	Имам главоболка (Imam glavobolka)	Masakit ang ulo ko	Toi bi Đau đầu	Boli mnie głowa	Glava me boli		ik heb hoofdpijn		
Ich kann den Kopf nicht beugen	لا استطيع ان احني راسي	I cannot flex my neck		Basimi egemiyorum.	Je n'arrive pas à bouger la tête	نمیتوانم گردنم را خم کنم	আমি ঘাড় নাড়াতে পারছি না। 		Nuk mund ta lëviz qafen	Ne mogu sagnuti glavu.	Не могу да истегнем врат.	Я не могу наклонять голову	Non posso piegare/girare il collo	ناتوانم ملم بسورینم 	Ez nikarim serê xwe bitewînim.	Jag kan inte böja nacken./Jeg klarer ikke bøye nakken.	En voi kääntää päätäni				میں گردؓن نہیں ہلا سکتا	Nemôžem hýbať hlavou	No puedo flexionar/mover/girar el cuello	Nem tudom mozgatni a nyakam.	Não consigo flexionar o pescoço/mover a cabeça	Δεν μπορώ να σκύψω το κεφάλι.	Nu pot să-mi mișc capul	Nemohu pohnout hlavou.	Не мога да движа главата си	Не можам да го движам вратот (Ne mozam da go dvizam vratot)	Hindi ko magalaw ang aking leeg.	Tôi không có uốn đầu được	Nie mogę zgiąć szyi	Ne morem premakniti glave		ik kan mijn nek niet draaien		
					 																											Toi bi Điếc						
Ich bin ängstlich	أنا أشعر بالخوف	I feel frightened		Tedirginim.	J'ai peur	احساس ترس میکنم	আমার ভয় লাগছে। 		Kam frikë	Strah me. / Bojim se. / Plašim se.	Плашим се.	Я боюсь	Ho paura	Min atirsim.	Ez ditirsim.	Jag är rädd./Jeg er redd.	Minua pelottaa				مجھے ڈر لگتا یے 	Bojím sa	Tengo miedo	Felek	Estou assustada(o)	Είμαι φοβιτσιάρης.	Mi-e frică	Mám strach, jsem vystrašný.	Страх ме е.	Се плашам (Se plasam)	Natatakot ako	Toi lo lắng	Boję się	Strah me je		ik ben bang		
Ich bin niedergeschlagen	اشعر بالاكتئاب	I feel depressed		Depresyondayım.	Je me sens déprimé/déprimée	احساس افسردگی میکنم	আমার বিষণ্ণ লাগছে। 		Ndihem depresiv	Depresivan sam (m) / depresivna sam (f).	Депресиван/на сам.	Я в подавленном настроении 	Sono depressa/o	هەست بە غەمباری دەکەم	Ez di depresyonê de me.	Jag känner mig deprimerad./Jeg er deprimert.	Minua masentaa				میں ذہنی دباو کا شکار ہوں	Cítim sa deprimovane	Estoy deprimido/deprimida	Depresszios vagyok	Estou deprimida(o)	Αισθάνομαι καταθλιμμένος.	Sunt deprimat/deprimată	Mám depresi.	Чувствам се отпаднал/а (депресиран/а).	Депримиран/а сум (Deprimiran/a sum)	Malungkot na malungkot ako	Tôi cảm thấy chán nản	Mam depresję/Czuje sie zdołowany/-a	Potrt sem (m), potrta sem (f)		ik voel me depressief		
Ich fühle mich traurig	اشعر بالحزن	I feel sad		Üzgün hissediyorum.	Je me sens triste	غمگینم	আমার দুঃখ পাচ্ছে। 		Jam e/i trishtuar (e - fem; i- masc)	Tužan sam (m) / tužna sam (f).	Тужан/на сам.	Я расстроен/расстроена	Sono triste	Min dilim tanga.	Ez xemgin im.	Jag känner mig ledsen./Jeg er trist.	Olen surullinen				میں افسرد۰ ہوں 	Je mi smutno	Estoy triste	Szomoru vagyok	Estou triste	Είμαι λυπημένος.	Sunt trist/tristâ (fem)	Je mi smutno.	Чувствам се тъжен/тъжна.	Тажен/а сум (Tazen/a sum)	Nalulungkot ako	Tôi cảm thấy buồn	Jest mi smutno	Žalostna sem (f), žalosten sem (m)		ik ben droevig		
Ich denke an Selbstmord	افكر بالانتحار	I think about suicide		İntiharı düşünüyorum.	Je pense au suicide	به خودکشی فکر میکنم	আমি আত্মহত্যার কথা ভাবছি। 		Po mendoj te vras veten (mendoj per vetevrasjen)	Razmišljam o samoubojstvu (samoubistvu).	Размишљам о самоубиству.	Я думаю о самоубийстве	Penso al suicidio	Min biri awa akam xom bikujim.	Ez xwekûştinê difikirim.	Jag tänker på självmord./Jeg tenker på selvmord.	Ajattelen itsemurhaa				میں خودکشی کے بارے میں سوچتاہوں 	Myslím na samovraždu	Tengo pensamientos suicidas / Pienso en suicidarme 	Ongyilkos gondolataim vannak	Penso em suicídio	Σκέφτομαι να αυτοκτονήσω.	Am gânduri de sinucidere	Mám sebevražedné myšlenky.	Мисля да се самоубия.	Размислувам да се самоубијам (Razmisluvam da se samoubijam)	Iniisip kong magpakamatay	Tôi đang nghĩ đến việc tự sát	Myślę o popełnieniu samobójstwa	Razmišljam o samomoru		ik denk aan zelfmoord		
Ich höre Stimmen, wenn niemand da ist	أسمع أصواتاً حين أكون بمفردي	I hear voices when i am alone		Yalnızken sesler duyuyorum. 	J'entends des voix lorsque je suis seul/seule	وقتی تنهایم صداهایی میشنوم	আমি একা থাকলে অনেকের কথা শুনি		Degjoj zëra kur jam vetëm	Čujem glasove kada sam sam (m) / sama (f.).	Чујем гласове када никога нема.	Я слышу голоса, когда никого нет	Sento delle voci quando sono sola	لەگەل خۆم قسە دەکەم کاتێک بە تەنهام	Di tenêtîyê de ez dengan dibihîsim.	Jag hör röster när jag är själv./Jeg hører stemmer når jeg er alene.	Kuulen ääniä kun olen yksin				مجھے اکیلے میں ؓآوازیں سنائی دیتی ہیں	Počujem hlasy	Escucho voces cuando estoy solo/sola	Hangokat hallok, mikor egyedul vagyok.	Ouço vozes quando estou sozinho	Ακούω φωνές όταν είμαι μόνος.	Aud voci când nu este nimeni in preajmă	Slyším hlasy, mám sluchové halucinace.	Чувам гласове, когато съм сам/а.	Кога сум сам/а, слушам гласови (Koga sum sam/a, slusam glasovi)	Nakakarinig ako ng boses tuwing magisa ako	Tôi nghe thấy tiếng nói khi không có ai	Słyszę głosy, gdy jestem sam / sama	Slišim glasove, ko sem sam/a		ik hoor stemmen wanneer ik alleen ben		
Ich fühle mich beobachtet	اشعر بأنني مراقَب	I feel like I'm being watched		Takip edildiğimi hissediyorum.	J'ai l'impression d'être surveillé/surveillée	فکر میکنم من را زیر نظر دارند	আমার মনে হয় কেউ আমাকে চোখে চোখে রাখছে		Ndjej se po më vëzhgojnë	Imam osjećaj  da me nadziru (Imam osećaj da me neko posmatra).	Имам осеђај да ме неко гледа/прати.	Мне кажется что за мной следят	Ho la sensazione di essere sorvegliata/o	هەستدەکەم چاودێری دەکرێم	Ez hîs dikim ku tême şopandin.	Jag känner mig förföljd./Jeg føler jeg blir overvåket.	Minusta tuntuu että minua tarkkaillaan.				مجھے لگتا یے کہ کوئی میری نگرانی کر رہا ہے 	Mám pocit že ma sledujú	Me siento observado/observada 	Ugy erzem, megfigyelnek.	Sinto que estou a ser observado	 Νιώθω ότι με παρακολουθούν.	Ma simt urmarit/urmarită	Mám pocit, že mne někdo pozoruje.	Чувстам се наблюдаван/а.	Имам чувство дека некој ме гледа (Imam cuvstvo deka nekoj me gleda)	Pakiramdam ko na may nanonood sa akin	Tôi cảm thấy quan sát	Czuję się obserwowany / a	Počutim se, kot da me kdo opazuje		ik denk dat er iets / iemand mij bespied		
